query	raw_translation	translation
vicia faba	"['""vicia faba""[MeSH Terms] OR (""vicia""[All Fields] AND ""faba""[All Fields]) OR ""vicia faba""[All Fields]', '""vicia faba""[MeSH Terms] OR (""vicia""[All Fields] AND ""faba""[All Fields]) OR ""vicia faba""[All Fields]']"	['vicia faba']
vigna aconitifolia	"['""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""aconitifolia""[All Fields]) OR ""vigna aconitifolia""[All Fields]', '""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""aconitifolia""[All Fields]) OR ""vigna aconitifolia""[All Fields]']"	['vigna', 'vigna aconitifolia']
vigna angularis	"['""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""angularis""[All Fields]) OR ""vigna angularis""[All Fields]', '""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""angularis""[All Fields]) OR ""vigna angularis""[All Fields]']"	['vigna', 'vigna angularis']
vigna mungo	"['""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""mungo""[All Fields]) OR ""vigna mungo""[All Fields]', '""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""mungo""[All Fields]) OR ""vigna mungo""[All Fields]']"	['vigna', 'vigna mungo']
vigna radiata	"['""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""radiata""[All Fields]) OR ""vigna radiata""[All Fields]', '""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""radiata""[All Fields]) OR ""vigna radiata""[All Fields]']"	['vigna', 'vigna radiata']
vigna umbellata	"['""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""umbellata""[All Fields]) OR ""vigna umbellata""[All Fields]', '""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""umbellata""[All Fields]) OR ""vigna umbellata""[All Fields]']"	['vigna', 'vigna umbellata']
vigna unguiculata	"['""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""unguiculata""[All Fields]) OR ""vigna unguiculata""[All Fields]', '""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""unguiculata""[All Fields]) OR ""vigna unguiculata""[All Fields]']"	['vigna', 'vigna unguiculata']
vigna unguiculata ssp. cylindrica	"['(""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""unguiculata""[All Fields]) OR ""vigna unguiculata""[All Fields]) AND (""sleep sci pract""[Journal] OR ""ieee stat signal processing workshop""[Journal] OR ""ssp""[All Fields]) AND ""cylindrica""[All Fields]', '(""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""unguiculata""[All Fields]) OR ""vigna unguiculata""[All Fields]) AND ""ssp""[All Fields] AND cylindrica[All Fields]']"	['vigna ieee stat signal processing workshop cylindrica', 'vigna sleep sci pract cylindrica', 'vigna ssp cylindrica', 'vigna unguiculata ieee stat signal processing workshop cylindrica', 'vigna unguiculata sleep sci pract cylindrica', 'vigna unguiculata ssp cylindrica']
vigna unguiculata ssp. sesquipedalis	"['(""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""unguiculata""[All Fields]) OR ""vigna unguiculata""[All Fields]) AND (""sleep sci pract""[Journal] OR ""ieee stat signal processing workshop""[Journal] OR ""ssp""[All Fields]) AND ""sesquipedalis""[All Fields]', '(""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""unguiculata""[All Fields]) OR ""vigna unguiculata""[All Fields]) AND ""ssp""[All Fields] AND sesquipedalis[All Fields]']"	['vigna ieee stat signal processing workshop sesquipedalis', 'vigna sleep sci pract sesquipedalis', 'vigna ssp sesquipedalis', 'vigna unguiculata ieee stat signal processing workshop sesquipedalis', 'vigna unguiculata sleep sci pract sesquipedalis', 'vigna unguiculata ssp sesquipedalis']
vigna unguiculata ssp. unguiculata	"['(""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""unguiculata""[All Fields]) OR ""vigna unguiculata""[All Fields]) AND (""sleep sci pract""[Journal] OR ""ieee stat signal processing workshop""[Journal] OR ""ssp""[All Fields]) AND ""unguiculata""[All Fields]', '(""vigna""[MeSH Terms] OR ""vigna""[All Fields] OR (""vigna""[All Fields] AND ""unguiculata""[All Fields]) OR ""vigna unguiculata""[All Fields]) AND ""ssp""[All Fields] AND unguiculata[All Fields]']"	['vigna ieee stat signal processing workshop unguiculata', 'vigna sleep sci pract unguiculata', 'vigna ssp unguiculata', 'vigna unguiculata ieee stat signal processing workshop unguiculata', 'vigna unguiculata sleep sci pract unguiculata', 'vigna unguiculata ssp unguiculata']
virola surinamensis	"['""virola""[All Fields] AND ""surinamensis""[All Fields]', 'virola[All Fields] AND surinamensis[All Fields]']"	['virola surinamensis']
vitellaria paradoxa	"['""vitellaria""[All Fields] AND ""paradoxa""[All Fields]', 'vitellaria[All Fields] AND paradoxa[All Fields]']"	['vitellaria paradoxa']
vitis	"['""vitis""[MeSH Terms] OR ""vitis""[All Fields]', '""vitis""[MeSH Terms] OR ""vitis""[All Fields]']"	['vitis']
vitis aestivalis	"['(""vitis""[MeSH Terms] OR ""vitis""[All Fields]) AND (""aestivalis""[All Fields] OR ""estivalis""[All Fields])', '(""vitis""[MeSH Terms] OR ""vitis""[All Fields]) AND aestivalis[All Fields]']"	['vitis aestivalis', 'vitis estivalis']
vitis labrusca	"['(""vitis""[MeSH Terms] OR ""vitis""[All Fields]) AND ""labrusca""[All Fields]', '(""vitis""[MeSH Terms] OR ""vitis""[All Fields]) AND labrusca[All Fields]']"	['vitis labrusca']
vitis rotundifolia	"['(""vitis""[MeSH Terms] OR ""vitis""[All Fields]) AND ""rotundifolia""[All Fields]', '(""vitis""[MeSH Terms] OR ""vitis""[All Fields]) AND rotundifolia[All Fields]']"	['vitis rotundifolia']
vitis vinifera	"['""vitis""[MeSH Terms] OR ""vitis""[All Fields] OR (""vitis""[All Fields] AND ""vinifera""[All Fields]) OR ""vitis vinifera""[All Fields]', '""vitis""[MeSH Terms] OR ""vitis""[All Fields] OR (""vitis""[All Fields] AND ""vinifera""[All Fields]) OR ""vitis vinifera""[All Fields]']"	['vitis', 'vitis vinifera']
wakame	"['""undaria""[MeSH Terms] OR ""undaria""[All Fields] OR ""wakame""[All Fields]', '""undaria""[MeSH Terms] OR ""undaria""[All Fields] OR ""wakame""[All Fields]']"	['undaria', 'wakame']
walleye	"['""walleye""[All Fields] OR ""walleyes""[All Fields]', 'walleye[All Fields]']"	['walleye', 'walleyes']
walnut	"['""juglans""[MeSH Terms] OR ""juglans""[All Fields] OR ""walnut""[All Fields] OR ""walnuts""[All Fields]', '""juglans""[MeSH Terms] OR ""juglans""[All Fields] OR ""walnut""[All Fields]']"	['juglans', 'walnut', 'walnuts']
wampee	"['""wampee""[All Fields]', 'wampee[All Fields]']"	['wampee']
wasabi	"['""wasabi""[All Fields]', 'wasabi[All Fields]']"	['wasabi']
wasabia japonica	"['(""wasabia""[MeSH Terms] OR ""wasabia""[All Fields]) AND (""japonica""[All Fields] OR ""japonicae""[All Fields] OR ""japonicas""[All Fields])', '(""wasabia""[MeSH Terms] OR ""wasabia""[All Fields]) AND japonica[All Fields]']"	['wasabia japonica', 'wasabia japonicae', 'wasabia japonicas']
water spinach	"['""ipomoea""[MeSH Terms] OR ""ipomoea""[All Fields] OR (""water""[All Fields] AND ""spinach""[All Fields]) OR ""water spinach""[All Fields]', '""ipomoea""[MeSH Terms] OR ""ipomoea""[All Fields] OR (""water""[All Fields] AND ""spinach""[All Fields]) OR ""water spinach""[All Fields]']"	['ipomoea', 'water spinach']
watercress	"['""nasturtium""[MeSH Terms] OR ""nasturtium""[All Fields] OR ""watercress""[All Fields]', '""nasturtium""[MeSH Terms] OR ""nasturtium""[All Fields] OR ""watercress""[All Fields]']"	['nasturtium', 'watercress']
watermelon	"['""citrullus""[MeSH Terms] OR ""citrullus""[All Fields] OR ""watermelon""[All Fields] OR ""watermelons""[All Fields]', '""citrullus""[MeSH Terms] OR ""citrullus""[All Fields] OR ""watermelon""[All Fields]']"	['citrullus', 'watermelon', 'watermelons']
wax apple	"['""wax""[All Fields] AND (""apple s""[All Fields] OR ""malus""[MeSH Terms] OR ""malus""[All Fields] OR ""apple""[All Fields] OR ""apples""[All Fields])', 'wax[All Fields] AND (""malus""[MeSH Terms] OR ""malus""[All Fields] OR ""apple""[All Fields])']"	['wax apple', 'wax apple s', 'wax apples', 'wax malus']
wax gourd	"['""wax""[All Fields] AND (""cucurbita""[MeSH Terms] OR ""cucurbita""[All Fields] OR ""gourds""[All Fields] OR ""gourd""[All Fields])', 'wax[All Fields] AND gourd[All Fields]']"	['wax cucurbita', 'wax gourd', 'wax gourds']
welsh onion	"['""welsh""[All Fields] AND (""onions""[MeSH Terms] OR ""onions""[All Fields] OR ""onion""[All Fields])', 'welsh[All Fields] AND (""onions""[MeSH Terms] OR ""onions""[All Fields] OR ""onion""[All Fields])']"	['welsh onion', 'welsh onions']
wheat	"['""triticum""[MeSH Terms] OR ""triticum""[All Fields] OR ""wheat""[All Fields] OR ""wheat s""[All Fields] OR ""wheats""[All Fields]', '""triticum""[MeSH Terms] OR ""triticum""[All Fields] OR ""wheat""[All Fields]']"	['triticum', 'wheat', 'wheat s', 'wheats']
whelk	"['""whelk""[All Fields] OR ""whelks""[All Fields]', 'whelk[All Fields]']"	['whelk', 'whelks']
white cabbage	"['(""white""[MeSH Terms] OR ""white""[All Fields] OR ""white people""[MeSH Terms] OR (""white""[All Fields] AND ""people""[All Fields]) OR ""white people""[All Fields] OR ""whites""[All Fields]) AND (""brassica""[MeSH Terms] OR ""brassica""[All Fields] OR ""cabbage""[All Fields] OR ""cabbages""[All Fields])', '(""white""[MeSH Terms] OR ""white""[All Fields] OR ""white people""[MeSH Terms] OR (""white""[All Fields] AND ""people""[All Fields]) OR ""white people""[All Fields]) AND (""brassica""[MeSH Terms] OR ""brassica""[All Fields] OR ""cabbage""[All Fields])']"	['white brassica', 'white cabbage', 'white cabbages', 'white people brassica', 'white people cabbage', 'white people cabbages', 'whites brassica', 'whites cabbage', 'whites cabbages']
white lupine	"['(""white""[MeSH Terms] OR ""white""[All Fields] OR ""white people""[MeSH Terms] OR (""white""[All Fields] AND ""people""[All Fields]) OR ""white people""[All Fields] OR ""whites""[All Fields]) AND (""lupin s""[All Fields] OR ""lupinus""[MeSH Terms] OR ""lupinus""[All Fields] OR ""lupin""[All Fields] OR ""lupine""[All Fields] OR ""lupines""[All Fields] OR ""lupins""[All Fields])', '(""white""[MeSH Terms] OR ""white""[All Fields] OR ""white people""[MeSH Terms] OR (""white""[All Fields] AND ""people""[All Fields]) OR ""white people""[All Fields]) AND (""lupinus""[MeSH Terms] OR ""lupinus""[All Fields] OR ""lupine""[All Fields])']"	['white lupin', 'white lupin s', 'white lupine', 'white lupines', 'white lupins', 'white lupinus', 'white people lupin', 'white people lupin s', 'white people lupine', 'white people lupines', 'white people lupins', 'white people lupinus', 'whites lupin', 'whites lupin s', 'whites lupine', 'whites lupines', 'whites lupins', 'whites lupinus']
white mulberry	"['""morus alba""[Supplementary Concept] OR ""morus alba""[All Fields] OR ""white mulberry""[All Fields]', '""Morus alba""[All Fields] OR ""white mulberry""[All Fields]']"	['Morus alba', 'morus alba', 'white mulberry']
white mustard	"['""sinapis""[MeSH Terms] OR ""sinapis""[All Fields] OR (""white""[All Fields] AND ""mustard""[All Fields]) OR ""white mustard""[All Fields]', '""sinapis""[MeSH Terms] OR ""sinapis""[All Fields] OR (""white""[All Fields] AND ""mustard""[All Fields]) OR ""white mustard""[All Fields]']"	['sinapis', 'white mustard']
white sucker	"['(""white""[MeSH Terms] OR ""white""[All Fields] OR ""white people""[MeSH Terms] OR (""white""[All Fields] AND ""people""[All Fields]) OR ""white people""[All Fields] OR ""whites""[All Fields]) AND (""sucker""[All Fields] OR ""sucker s""[All Fields] OR ""suckers""[All Fields])', '(""white""[MeSH Terms] OR ""white""[All Fields] OR ""white people""[MeSH Terms] OR (""white""[All Fields] AND ""people""[All Fields]) OR ""white people""[All Fields]) AND sucker[All Fields]']"	['white people sucker', 'white people sucker s', 'white people suckers', 'white sucker', 'white sucker s', 'white suckers', 'whites sucker', 'whites sucker s', 'whites suckers']
whitefish	"['""salmonidae""[MeSH Terms] OR ""salmonidae""[All Fields] OR ""whitefish""[All Fields] OR ""whitefishes""[All Fields]', '""salmonidae""[MeSH Terms] OR ""salmonidae""[All Fields] OR ""whitefish""[All Fields]']"	['salmonidae', 'whitefish', 'whitefishes']
whiting	"['""whiting""[All Fields]', 'whiting[All Fields]']"	['whiting']
wild boar	"['""sus scrofa""[MeSH Terms] OR (""sus""[All Fields] AND ""scrofa""[All Fields]) OR ""sus scrofa""[All Fields] OR (""wild""[All Fields] AND ""boar""[All Fields]) OR ""wild boar""[All Fields]', '""sus scrofa""[MeSH Terms] OR (""sus""[All Fields] AND ""scrofa""[All Fields]) OR ""sus scrofa""[All Fields] OR (""wild""[All Fields] AND ""boar""[All Fields]) OR ""wild boar""[All Fields]']"	['sus scrofa', 'wild boar']
wild carrot	"['""daucus carota""[MeSH Terms] OR (""daucus""[All Fields] AND ""carota""[All Fields]) OR ""daucus carota""[All Fields] OR (""wild""[All Fields] AND ""carrot""[All Fields]) OR ""wild carrot""[All Fields]', '""daucus carota""[MeSH Terms] OR (""daucus""[All Fields] AND ""carota""[All Fields]) OR ""daucus carota""[All Fields] OR (""wild""[All Fields] AND ""carrot""[All Fields]) OR ""wild carrot""[All Fields]']"	['daucus carota', 'wild carrot']
wild celery	"['""apium""[MeSH Terms] OR ""apium""[All Fields] OR (""wild""[All Fields] AND ""celery""[All Fields]) OR ""wild celery""[All Fields]', '""apium""[MeSH Terms] OR ""apium""[All Fields] OR (""wild""[All Fields] AND ""celery""[All Fields]) OR ""wild celery""[All Fields]']"	['apium', 'wild celery']
wild leek	"['""wild""[All Fields] AND (""onions""[MeSH Terms] OR ""onions""[All Fields] OR ""leek""[All Fields])', 'wild[All Fields] AND (""onions""[MeSH Terms] OR ""onions""[All Fields] OR ""leek""[All Fields])']"	['wild leek', 'wild onions']
wild rice	"['""wild""[All Fields] AND (""oryza""[MeSH Terms] OR ""oryza""[All Fields] OR ""rice""[All Fields])', 'wild[All Fields] AND (""oryza""[MeSH Terms] OR ""oryza""[All Fields] OR ""rice""[All Fields])']"	['wild oryza', 'wild rice']
winged bean	"['(""wing s""[All Fields] OR ""winged""[All Fields] OR ""wings""[All Fields]) AND ""bean""[All Fields]', 'winged[All Fields] AND bean[All Fields]']"	['wing s bean', 'winged bean', 'wings bean']
winter savory	"['(""winter""[All Fields] OR ""wintered""[All Fields] OR ""wintering""[All Fields] OR ""winters""[All Fields]) AND (""savoury""[All Fields] OR ""satureja""[MeSH Terms] OR ""satureja""[All Fields] OR ""savory""[All Fields])', 'winter[All Fields] AND (""savoury""[All Fields] OR ""satureja""[MeSH Terms] OR ""satureja""[All Fields] OR ""savory""[All Fields])']"	['winter satureja', 'winter savory', 'winter savoury', 'wintered satureja', 'wintered savory', 'wintered savoury', 'wintering satureja', 'wintering savory', 'wintering savoury', 'winters satureja', 'winters savory', 'winters savoury']
winter squash	"['(""winter""[All Fields] OR ""wintered""[All Fields] OR ""wintering""[All Fields] OR ""winters""[All Fields]) AND (""cucurbita""[MeSH Terms] OR ""cucurbita""[All Fields] OR ""squashes""[All Fields] OR ""racquet sports""[MeSH Terms] OR (""racquet""[All Fields] AND ""sports""[All Fields]) OR ""racquet sports""[All Fields] OR ""squash""[All Fields] OR ""squashed""[All Fields] OR ""squashing""[All Fields])', 'winter[All Fields] AND (""racquet sports""[MeSH Terms] OR (""racquet""[All Fields] AND ""sports""[All Fields]) OR ""racquet sports""[All Fields] OR ""squash""[All Fields] OR ""cucurbita""[MeSH Terms] OR ""cucurbita""[All Fields])']"	['winter cucurbita', 'winter racquet sports', 'winter squash', 'winter squashed', 'winter squashes', 'winter squashing', 'wintered cucurbita', 'wintered racquet sports', 'wintered squash', 'wintered squashed', 'wintered squashes', 'wintered squashing', 'wintering cucurbita', 'wintering racquet sports', 'wintering squash', 'wintering squashed', 'wintering squashes', 'wintering squashing', 'winters cucurbita', 'winters racquet sports', 'winters squash', 'winters squashed', 'winters squashes', 'winters squashing']
x triticosecale rimpaui	"['""x""[All Fields] AND (""triticale""[MeSH Terms] OR ""triticale""[All Fields] OR ""triticosecale""[All Fields]) AND ""rimpaui""[All Fields]', 'x[All Fields] AND (""triticale""[MeSH Terms] OR ""triticale""[All Fields] OR ""triticosecale""[All Fields]) AND rimpaui[All Fields]']"	['x triticale rimpaui', 'x triticosecale rimpaui']
xanthosoma sagittifolium	"['(""xanthosoma""[MeSH Terms] OR ""xanthosoma""[All Fields]) AND ""sagittifolium""[All Fields]', '(""xanthosoma""[MeSH Terms] OR ""xanthosoma""[All Fields]) AND sagittifolium[All Fields]']"	['xanthosoma sagittifolium']
xiphias gladius	"['""xiphias""[All Fields] AND ""gladius""[All Fields]', 'xiphias[All Fields] AND gladius[All Fields]']"	['xiphias gladius']
yali pear	"['""yali""[All Fields] AND (""pyrus""[MeSH Terms] OR ""pyrus""[All Fields] OR ""pear""[All Fields])', 'yali[All Fields] AND (""pyrus""[MeSH Terms] OR ""pyrus""[All Fields] OR ""pear""[All Fields])']"	['yali pear', 'yali pyrus']
yam	"['""yam""[All Fields]', 'yam[All Fields]']"	['yam']
yardlong bean	"['""yardlong""[All Fields] AND ""bean""[All Fields]', 'yardlong[All Fields] AND bean[All Fields]']"	['yardlong bean']
yautia	"['""yautia""[All Fields]', 'yautia[All Fields]']"	['yautia']
yellow bell pepper	"['(""yellow""[All Fields] OR ""yellowed""[All Fields] OR ""yellower""[All Fields] OR ""yellowing""[All Fields] OR ""yellowness""[All Fields] OR ""yellows""[All Fields]) AND (""capsicum""[MeSH Terms] OR ""capsicum""[All Fields] OR (""bell""[All Fields] AND ""pepper""[All Fields]) OR ""bell pepper""[All Fields])', 'yellow[All Fields] AND (""capsicum""[MeSH Terms] OR ""capsicum""[All Fields] OR (""bell""[All Fields] AND ""pepper""[All Fields]) OR ""bell pepper""[All Fields])']"	['yellow bell pepper', 'yellow capsicum', 'yellowed bell pepper', 'yellowed capsicum', 'yellower bell pepper', 'yellower capsicum', 'yellowing bell pepper', 'yellowing capsicum', 'yellowness bell pepper', 'yellowness capsicum', 'yellows bell pepper', 'yellows capsicum']
yellow pond-lily	"['""nuphar""[MeSH Terms] OR ""nuphar""[All Fields] OR (""yellow""[All Fields] AND ""pond""[All Fields] AND ""lily""[All Fields]) OR ""yellow pond lily""[All Fields]', '""nuphar""[MeSH Terms] OR ""nuphar""[All Fields] OR (""yellow""[All Fields] AND ""pond""[All Fields] AND ""lily""[All Fields]) OR ""yellow pond lily""[All Fields]']"	['nuphar', 'yellow pond lily']
yellow wax bean	"['(""beeswax""[Supplementary Concept] OR ""beeswax""[All Fields] OR ""yellow wax""[All Fields]) AND ""bean""[All Fields]', '(""beeswax""[Supplementary Concept] OR ""beeswax""[All Fields] OR ""yellow wax""[All Fields]) AND bean[All Fields]']"	['beeswax bean', 'yellow wax bean']
yellow zucchini	"['(""yellow""[All Fields] OR ""yellowed""[All Fields] OR ""yellower""[All Fields] OR ""yellowing""[All Fields] OR ""yellowness""[All Fields] OR ""yellows""[All Fields]) AND (""courgette""[All Fields] OR ""courgettes""[All Fields] OR ""zucchini""[All Fields] OR ""zucchinis""[All Fields])', 'yellow[All Fields] AND zucchini[All Fields]']"	['yellow courgette', 'yellow courgettes', 'yellow zucchini', 'yellow zucchinis', 'yellowed courgette', 'yellowed courgettes', 'yellowed zucchini', 'yellowed zucchinis', 'yellower courgette', 'yellower courgettes', 'yellower zucchini', 'yellower zucchinis', 'yellowing courgette', 'yellowing courgettes', 'yellowing zucchini', 'yellowing zucchinis', 'yellowness courgette', 'yellowness courgettes', 'yellowness zucchini', 'yellowness zucchinis', 'yellows courgette', 'yellows courgettes', 'yellows zucchini', 'yellows zucchinis']
